Mean_0,Std_0,Min_0,Max_0,label
0.062001567,0.069452204,0.0017704116,0.4407106,felicidade
0.13299927,0.09592827,0.007123661,0.4362294,neutro
0.16800791,0.094315074,0.0060054855,0.50552344,tristeza
0.21003178,0.12762575,0.005721707,0.5225069,tristeza
0.15711507,0.07438391,0.009827295,0.31309974,neutro
0.09053034,0.084669836,0.004837788,0.3762712,felicidade
0.12518372,0.09892278,0.002750728,0.40305728,neutro
0.08992558,0.113950565,0.0042396197,0.54016435,neutro
0.08673193,0.09709158,0.0012663096,0.3886079,felicidade
0.0776841,0.07774891,0.0026372466,0.40010783,neutro
0.16610436,0.13652359,0.0059617716,0.5249005,tristeza
0.09402617,0.08057921,0.0063064983,0.36860365,tristeza
0.10165355,0.09933954,0.003989797,0.41860896,felicidade
0.12763979,0.099579796,0.009146616,0.45021734,raiva
0.0390861,0.069396496,0.00042018338,0.4567786,raiva
0.17662159,0.15112458,0.00034616786,0.4729204,raiva
0.1532067,0.112137385,0.0016207019,0.3944317,neutro
0.0702468,0.07219628,0.000816075,0.30893692,raiva
0.12907377,0.090770565,0.0016523256,0.41600555,felicidade
0.10524623,0.08199833,0.004024941,0.42846465,raiva
0.04159439,0.047590207,0.00028307305,0.3063085,raiva
0.06553399,0.08502538,0.0033961728,0.37431175,neutro
0.09498683,0.07935345,0.000598378,0.31140587,felicidade
0.076756135,0.08084183,0.0022275313,0.29265404,neutro
0.052576076,0.058281552,0.00038013165,0.24435657,raiva
0.12395355,0.095095105,0.0007349253,0.4459375,felicidade
0.13208978,0.09229436,0.008295038,0.3596078,neutro
0.029923206,0.040696844,0.0015623965,0.29445332,raiva
0.11554619,0.097915255,0.0024749173,0.35206005,felicidade
0.08330846,0.07116134,0.0075580305,0.36404055,raiva
0.07204971,0.07125825,0.00071708986,0.28677702,raiva
0.08445149,0.083666466,0.0070177885,0.30338535,felicidade
0.088614896,0.09275152,0.0034059887,0.52482766,felicidade
0.1429963,0.072763324,0.016076628,0.34964597,neutro
0.1545192,0.15383157,0.0024156386,0.5706545,tristeza
0.05468482,0.062577724,0.004990166,0.35948145,tristeza
0.113576606,0.06127964,0.0015116066,0.2901972,neutro
0.13053143,0.091221936,0.0013505947,0.40712845,felicidade
0.09481946,0.07565367,0.0014757413,0.35924608,felicidade
0.10853027,0.13723975,0.00029759912,0.53835785,felicidade
0.073979326,0.042394,0.0023234668,0.20255649,neutro
0.15431777,0.11964889,0.00847324,0.49923462,tristeza
0.09515955,0.09810275,0.005428498,0.5089196,tristeza
0.08046151,0.07933538,0.0022848004,0.27721006,tristeza
0.08152623,0.082547456,0.00061302236,0.2881794,felicidade
0.098626584,0.11201832,0.002346457,0.43449044,tristeza
0.055346917,0.067250654,0.00432973,0.37248176,felicidade
0.097822875,0.11042008,0.003970196,0.51827294,neutro
0.16119967,0.12420527,0.0091986535,0.45996952,neutro
0.17931865,0.09476426,0.0063096345,0.4207978,neutro
0.14606737,0.08664729,0.003366926,0.31607208,neutro
0.040835194,0.047493786,0.00087065867,0.35407773,tristeza
0.102397345,0.08171326,0.0026992194,0.3754925,raiva
0.08392388,0.07125668,0.0019027072,0.27510762,neutro
0.14691298,0.103823945,0.0023016229,0.407092,tristeza
0.11259552,0.082596675,0.0043107145,0.46084717,tristeza
0.084512964,0.07132459,0.007964787,0.32895294,raiva
0.14020595,0.12287047,0.0023159808,0.44863564,tristeza
0.066998936,0.08489398,0.008972071,0.32771528,tristeza
0.19747312,0.10450674,0.016452583,0.4468828,neutro
0.1044518,0.08513289,0.0066641537,0.45885026,felicidade
0.11374775,0.1093392,0.0027157126,0.4732634,neutro
0.071307644,0.07306629,0.0041195964,0.4176495,felicidade
0.084541515,0.08911434,0.0056534754,0.45739105,neutro
0.06803632,0.079128005,0.0012115986,0.386689,tristeza
0.13353023,0.103290685,0.0004997513,0.38972828,felicidade
0.06830322,0.07820224,0.0022361577,0.4133808,tristeza
0.07258009,0.06455218,0.003484001,0.37241125,raiva
0.13665543,0.14665873,0.0061338027,0.57738036,tristeza
0.14229318,0.10078266,0.0020913654,0.4326689,tristeza
0.12602074,0.091441944,0.002789334,0.3902357,tristeza
0.08705526,0.110635184,0.00056542474,0.50373983,felicidade
0.06891936,0.07103705,0.0053944285,0.36791575,raiva
0.101963736,0.11727558,0.00048807164,0.4708231,raiva
0.11558628,0.121159375,0.0032689127,0.5200357,tristeza
0.07263131,0.080296464,0.0036598442,0.3888909,felicidade
0.11477882,0.08222915,0.0006801132,0.4269135,felicidade
0.054778125,0.057769347,0.00086074404,0.23062795,raiva
0.106800176,0.07484217,0.007513183,0.35133886,felicidade
0.08081564,0.066284634,0.0043468177,0.33856124,neutro
0.0987727,0.09692264,0.0015734836,0.40180108,felicidade
0.07137424,0.09911682,0.003085311,0.39843178,neutro
0.107780784,0.11331651,0.007064103,0.53786594,tristeza
0.080193825,0.07449176,0.002976138,0.38094187,raiva
0.087279096,0.07799487,0.0024320504,0.28310516,felicidade
0.07664899,0.09067484,0.0017007831,0.3863492,raiva
0.100885876,0.1023849,0.0029268546,0.36973652,neutro
0.09946553,0.09532815,0.0039151832,0.4055474,felicidade
0.06878816,0.0807219,0.0012935039,0.37303182,felicidade
0.15259534,0.10165275,0.010148598,0.36070976,felicidade
0.07029447,0.06935199,0.0011765333,0.28947347,neutro
0.08289641,0.065884426,0.0012594203,0.23670775,raiva
0.08610044,0.058248136,0.004846379,0.24371617,tristeza
0.07406668,0.07271661,0.0009845443,0.3047084,felicidade
0.14600278,0.10858504,0.002139668,0.3578427,neutro
0.09505845,0.11221445,0.0030565509,0.44357267,tristeza
0.08439063,0.093446314,0.00060241163,0.43529564,raiva
0.06004198,0.048194498,0.00086955883,0.25370905,raiva
0.08268686,0.07719672,0.002239549,0.34344298,tristeza
0.09632413,0.09560615,0.00095120445,0.4671703,felicidade
0.104876965,0.108065546,0.003316973,0.44862065,tristeza
0.0987677,0.10766968,0.0026802372,0.5175462,neutro
0.11288807,0.065168165,0.011354764,0.3319339,neutro
0.116324455,0.09868876,0.008481616,0.42470747,neutro
0.09251996,0.10201687,0.0047908025,0.5128191,tristeza
0.1344202,0.1468499,0.0048710397,0.5052103,tristeza
0.19460595,0.17194611,0.0055152234,0.58528304,tristeza
0.10074874,0.104218416,0.0007136218,0.4887341,raiva
0.039630704,0.053816527,0.006987698,0.350445,raiva
0.112952515,0.09305413,0.0005508549,0.35851163,felicidade
0.14565837,0.13866161,0.0007423815,0.5662375,felicidade
0.083760336,0.0884925,0.0024907356,0.43781373,neutro
0.12171977,0.101341285,0.0018570194,0.34977955,neutro
0.09513807,0.09770835,0.0006431036,0.40014866,raiva
0.07014746,0.06932961,0.008342737,0.37185225,neutro
0.11815348,0.077556044,0.0054165036,0.3692654,tristeza
0.133912,0.10685019,0.0041292883,0.4453452,tristeza
0.051011436,0.05842287,0.00097276625,0.22273394,raiva
0.08473064,0.08776349,0.00038315935,0.3412993,felicidade
0.098092034,0.090313256,0.0029801377,0.35064977,tristeza
0.0976737,0.094175085,0.0010484974,0.47357848,neutro
0.109915875,0.113951966,0.011713661,0.5467046,tristeza
0.03880019,0.058566585,0.004670128,0.40273634,raiva
0.105707616,0.0879312,0.0006876597,0.3318779,felicidade
0.06919617,0.094951674,0.00254482,0.37699804,tristeza
0.078176245,0.07917086,0.00063614507,0.3972204,raiva
0.091677375,0.08453801,0.0037423181,0.44166747,neutro
0.091955505,0.111438185,0.0055101546,0.55196714,neutro
0.07390752,0.07930181,0.0024247644,0.34380335,neutro
0.13215847,0.12447232,0.0071977964,0.5049385,raiva
0.05045804,0.055518694,0.00043491207,0.25594082,raiva
0.07094157,0.07286286,0.004298702,0.29422286,raiva
0.11751524,0.11179108,0.00082734984,0.39205953,raiva
0.10980743,0.08636195,0.0020738703,0.38823313,felicidade
0.087295085,0.077838965,0.00095198053,0.2790041,raiva
0.11888039,0.11355909,0.0041394676,0.43077302,tristeza
0.09587882,0.075542174,0.0016704506,0.38334167,tristeza
0.11397474,0.08765357,0.0033597038,0.4305725,felicidade
0.14435181,0.11739705,0.005858043,0.3739305,neutro
0.08459152,0.07590658,0.004036211,0.3457838,felicidade
0.119752936,0.111559704,0.0036387662,0.4069677,tristeza
0.06720102,0.064860225,0.005431085,0.37485564,tristeza
0.16394836,0.077422515,0.017829286,0.3527336,neutro
0.09208534,0.06646575,0.0064452467,0.3475918,neutro
0.15535593,0.15688702,0.00052436034,0.5591499,raiva
0.079304986,0.08216559,0.0010316235,0.42517427,neutro
0.06656999,0.07101242,0.00199343,0.35941008,felicidade
0.069203936,0.06251914,0.0021750922,0.27164224,felicidade
0.10898088,0.0892331,0.0028615384,0.37835807,neutro
0.09021492,0.089401715,0.003754347,0.4665343,tristeza
0.07860138,0.07220413,0.0010288542,0.44670302,neutro
0.12763,0.08314066,0.005102014,0.43651894,tristeza
0.07262881,0.06936648,0.0050312704,0.31315053,raiva
0.09776683,0.08997943,0.0005764549,0.34200484,raiva
0.10779285,0.08964703,0.0048591485,0.38691655,tristeza
0.10058868,0.09672489,0.003717335,0.42149714,tristeza
