zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,chroma_std,delta zcr,delta energy,delta energy_entropy,delta spectral_centroid,delta spectral_spread,delta spectral_entropy,delta spectral_flux,delta spectral_rolloff,delta mfcc_1,delta mfcc_2,delta mfcc_3,delta mfcc_4,delta mfcc_5,delta mfcc_6,delta mfcc_7,delta mfcc_8,delta mfcc_9,delta mfcc_10,delta mfcc_11,delta mfcc_12,delta mfcc_13,delta chroma_1,delta chroma_2,delta chroma_3,delta chroma_4,delta chroma_5,delta chroma_6,delta chroma_7,delta chroma_8,delta chroma_9,delta chroma_10,delta chroma_11,delta chroma_12,delta chroma_std,sound_filepath,label
0.06685990167920638,0.02215184780495535,2.9438516188106103,0.16034643563441475,0.19254705779075523,0.5189629125495637,0.00784323294721477,0.10802953147851212,-27.825052295153768,2.0954550483076653,0.09532006801357885,-0.2702558242718604,-0.07497908193254431,-0.09355990283623686,-0.2002966705060409,-0.18858515014017593,-0.21058285015754744,-0.14700023538083595,-0.03927446269415006,-0.017630222471957595,-0.06398005500474706,0.01083906030649491,0.004247342594897235,0.021295677549331107,0.02410724441907727,0.03828755696621326,0.01671074210756972,0.02810851396362047,0.0025120861889021177,0.00872047570817492,0.014020975404410881,0.016292465913508872,0.004224522134694511,0.02367636471841277,3.0835374341445136e-05,-2.6367590861693054e-07,-0.0004590894254181666,-9.356788798308448e-05,2.1582087266886037e-05,-8.901963509242759e-05,2.5079582691780075e-05,7.929096259228574e-05,-0.007134750742204301,0.00373137685876626,-0.0011293053003164665,0.0036381647071269427,-0.0008231730776009923,-0.00265815461287615,0.003558143712274005,0.004455399160651576,-0.0030900479243831666,-0.0052847007562045875,-0.0009886149831932866,0.0034935954654666305,0.0006499246915220642,-6.94992426955813e-06,7.713021646924057e-05,1.9270506282848642e-05,0.0003936578707970199,1.4331285788856758e-05,9.437929699874165e-05,0.0002279465263702564,-2.4478252819123733e-06,-5.796206071632751e-05,0.00012634551712468485,7.461057911721557e-05,3.42527244536036e-05,5.411676134785056e-05,w01n04.wav,neutro
0.1394272318727854,0.017321071014113894,3.0005368192789876,0.23746619709638236,0.23601434204454472,0.9271971757177417,0.004462199760989604,0.180775213896811,-26.82108949520158,-0.70079538042674,-1.0116249063757154,-0.47290684104330644,-0.4303694742036482,-0.06815442331487759,0.1484180629921456,0.3553166062970899,0.08756433471622802,-0.1307857297981545,-0.1661353772448806,0.09585503705626004,0.05121028243546945,0.022510588132732254,0.020238589204725592,0.006729102748836525,0.006571333701940892,0.003665037360751524,0.0045098763327292915,0.009085885997313184,0.005667088033585641,0.00600066362489045,0.0021697189900475064,0.0017887459395203276,0.0033360952438519333,0.014773402534062105,-0.002322616887045198,3.443717562671595e-05,0.0036366485044071048,-0.0016488982410699932,-0.0001263687285891844,-0.012905111809667707,3.546461219857605e-05,-0.0025926886180969648,0.0301487929333245,-0.007763244248464926,-0.021074548952859918,0.022098379601038623,-0.0036212395775376697,0.0008714830219796148,-0.00887029364802354,0.004650519307573815,0.01093812438390411,-0.01067858132066328,0.0033256227105122643,-0.005107946362389999,0.00029421731301719094,0.00012018631075952252,0.00014686105153953517,5.303022621394112e-05,7.241755302047132e-05,-7.674249650661377e-06,2.270617144591796e-05,-3.841709399763309e-06,-8.150608882457334e-06,-2.5137429991054112e-05,-7.1317368897352425e-06,0.00022671397876667252,1.3518458000189779e-05,6.198820914947606e-05,w02h01aug1.wav,felicidade
0.0893480385313416,0.03652473050003404,2.962724560946984,0.177104978218772,0.21333374894901608,0.49290984135130617,0.00788979586137383,0.11981711573363114,-24.88473584032793,2.1174381164836373,-0.6824775369063504,-0.44044725114932815,-0.33758107471803017,-0.2159858402788222,-0.15331260504055852,0.07570896607895443,-0.1688902089423726,-0.04440049192754811,-0.13678652536497024,-0.038517428419408604,-0.2099375992170257,0.02528871665352338,0.016769409881138755,0.010590476202398037,0.013381728613737725,0.021843396948446694,0.013965296451164533,0.015542523487162025,0.0048649011042005055,0.012956803293193628,0.011806140176531787,0.02819543393983822,0.010888500737180132,0.026430229397365352,-0.0023907580622644134,0.0005576742374982189,0.017135694454695656,-0.0016869030898394425,-0.001591328375371981,-0.002220903374669604,9.354492876751352e-05,0.00013960631020521738,0.04573903495789558,-0.007668758010843162,-0.013614246975810871,0.00834147961948401,0.01018362202307838,0.00284472394597449,0.00030478946372377994,0.0036123574705307845,-0.005306636509148506,0.008879905321361292,0.008547266053744647,0.011196679152941992,-0.0032138467480770563,3.155769036563375e-07,-0.00015463078444047243,-0.0005263794527020679,-0.0005213046212010152,0.0007241800126785567,-0.00010195776837907594,-9.398926908642056e-05,3.6129500696386905e-05,-4.087166819976113e-05,0.0006927465401779926,1.6499584697530748e-05,-5.336261731726848e-05,0.00014067627097934425,m02a08aug.wav,raiva
0.2488733114897867,0.008588439413111515,3.196246570703549,0.32943481392116386,0.2558204723453398,1.762821862380688,0.0021276382905873704,0.4223742067503867,-28.150911351276992,0.9914433750396561,0.033758083684036176,-0.3117542942100974,-0.0796861092330757,0.03409077464622717,-0.009333289707860766,-0.16204422961955403,-0.2218129246882491,-0.22007848416516282,-0.19674866924817788,-0.13557727357260063,-0.16849570448451898,0.015053901200493781,0.006462967845913232,0.03461522649659906,0.021084586180039146,0.011614175675626018,0.004047029995547104,0.020130379530559184,0.0059711710118863105,0.0024263247348531858,0.0031453916043894894,0.004069477553029865,0.004381132038036141,0.019521518468557927,-0.002347775246957941,6.041333618607975e-05,-0.0029661719232792153,-0.0016232701043962172,-3.6773291004744175e-05,-0.02003211319341016,4.3189101280775605e-05,-0.005036602151061523,0.02593699423741147,0.01042534980938202,-0.01075397668025228,-0.003660439628844104,0.0026277390437954235,0.0032882271046411077,-0.0035117000409889323,-0.0043062521478584945,0.0009812845664035623,-0.0019944603638207665,-0.0032724997970053197,-0.0010687629949334874,-0.005797634701463923,5.284938287486792e-05,2.674443564673063e-05,2.7722128722233034e-05,8.54141682244447e-07,-5.971053495501859e-06,-1.2074233216947847e-05,0.00019311754527523013,0.0006295710384273288,-9.148459445237238e-06,-1.4688885431275698e-05,-1.133816786930515e-05,9.615350326051363e-06,0.00016468472500434978,w04a11aug1.wav,raiva
0.04423169993950394,0.029961187149399115,2.9254416063465443,0.14994515905595407,0.20633243715385688,0.29600797447469573,0.007707674371264946,0.06418632788868724,-28.320393873902947,2.995094088146165,0.7568553998084541,0.21795376304522235,-0.0202481929765736,-0.034060807215235495,-0.035360549375866385,-0.0312712894571948,-0.10259604761867017,-0.12692130006077262,-0.0754858707083021,-0.1515958673157704,-0.04193782393039907,0.05719857432250972,0.0022587700374374596,0.025631889588287386,0.011421689785896815,0.07536218871396945,0.011255625930086149,0.012648312524133723,0.00039587014339372044,0.0025797790512764947,0.00706359371344637,0.037944301957803996,0.003190190389114391,0.04029821464172731,-3.024803387780793e-06,-1.3543750896335347e-08,-0.0001391402929337963,6.8383878774352e-05,5.970579088419729e-05,-0.00017448614800897905,2.344652772505393e-05,-3.024803387779699e-05,-0.0020163824451672006,-3.302881195431576e-05,-0.0015817811257220512,0.0024838066121014505,0.003037838141626661,0.0017390948298221986,0.00023021577750847677,-0.00011181609175275886,0.0008350104610487115,-0.0012170610373248133,-0.0025431756181283354,-0.0007870246850693794,-0.0021547523837659372,-5.7462425049002024e-05,-2.636567289293195e-06,7.892956828642634e-05,-1.9973570642805375e-05,8.771969214594828e-05,7.676162333023135e-05,-2.9149403825020666e-05,3.4286109454734926e-06,-0.00010621166843273492,-4.992323404197502e-06,1.1533083758574935e-05,-4.2171766406669637e-07,2.5589941457154902e-05,w03s10.wav,tristeza
0.11786819991154354,0.03672359739744103,3.0904674616304635,0.23069554929016425,0.24153884358050845,0.8075155013078681,0.00563564382356399,0.17346611966020525,-25.64990609557121,2.0117691676205953,0.8600514627322916,-0.3270239759926982,-0.3840287949983806,-0.21543218859517568,-0.15910169761892182,0.016388975217820737,-0.22854263249653314,-0.11316616991958825,-0.10777012725704034,-0.28044204609871254,-0.280945070298402,0.048550315784501044,0.004905340706117347,0.026715391850578907,0.016751624943468085,0.01228487765683307,0.0064035608871538365,0.011159727657495545,0.0010401041697835401,0.006635680715353089,0.01627334660523204,0.022028647765489285,0.01523962499761198,0.02621016740737851,-0.0035649468498833285,0.0005022230324337456,-0.0008870006237526836,-0.0029161291300041888,-0.0006477054206208472,-0.026723429179803904,7.181809362121028e-05,-0.006969757049825376,0.05078148891480164,0.019766040800427362,0.0017109264021521638,-0.006240311230042199,-0.015990138686126993,-0.005636631584909629,-0.0024363589950773023,0.0004097993650531446,0.00038512885790159264,0.002093358641809215,-0.001713014092278324,-0.001146878327955261,0.002018395636889993,9.837257967132078e-05,8.387749516527851e-05,1.1972267620257636e-05,4.945889854652811e-05,8.794828371973853e-05,0.0002022494897540086,9.532795706578345e-06,-1.287047514329389e-05,6.972803558022293e-06,6.034867285558324e-05,0.00026988867915210026,0.0008647362286490746,0.00020721911428834498,m01s04aug.wav,tristeza
0.33758919917517194,0.0036158910080278054,3.2158226364484483,0.3767233863343145,0.25311509472510074,2.3750788396586997,0.001161476629635951,0.5812663843516838,-29.172273980875318,0.4382844750143863,-0.1503308100318833,-0.1341768734317405,0.013640523794271848,-0.07678099814266935,-0.1273752317492197,-0.05244333715607221,-0.008224948138654728,-0.038220750901245215,-0.15101371020081988,-0.06603079791336525,-0.05937032996021423,0.009611085551616303,0.008125827002601263,0.0080711639506736,0.007698378608277995,0.007641578781522952,0.0042386039631977165,0.003676363722384908,0.0013326455892382868,0.003565484864008879,0.004952193184624849,0.011102760447806621,0.004574648810916752,0.008734784757440226,7.15544887431782e-05,-2.0505815453854756e-06,0.0002643943544625831,6.823106911994676e-05,-1.1177498803329991e-05,2.33747590370116e-05,1.645277908966574e-06,4.5534674654750524e-05,-0.010082381028981778,-0.0005356132739274133,0.000527972568476389,-9.402971553546536e-05,0.0007340045300298439,0.0008498870667434292,0.001422691839427838,-2.1456141418237976e-05,-0.0015160829869772733,-0.0007903719325362414,-0.0005169717692765098,0.0001750986316123337,-6.128651553984598e-05,-6.858734220512327e-07,-2.7735001769062037e-06,-7.618731779242547e-06,-8.610812373969434e-07,-6.826416885127247e-06,5.334401567038213e-07,8.809110423264067e-06,-7.482219441927472e-06,-1.6602319833078462e-06,3.2995785691776993e-06,3.7690649374062633e-07,-2.9753672332311747e-06,5.889027646901182e-07,w02a11aug.wav,raiva
0.1147912885662432,0.03277799766258819,3.075266516368141,0.21715063726903439,0.22775246854042167,0.7047993375830993,0.005886684177120444,0.18607756013100532,-26.398090873446186,2.264770720420379,-0.06243649279792548,-0.3594903752604109,-0.26231207301221654,-0.07929573550125196,-0.08793629461510406,-0.15854783056460964,0.018345440255541183,-0.10010051996710807,-0.3408391121921844,-0.3024332195206058,-0.4036696876200412,0.0391452953651913,0.00872995334499335,0.04071930978324967,0.02613536196612649,0.014848515269940998,0.005644443853635742,0.030771170416565005,0.002998043856818876,0.008897293423037966,0.009986538389839438,0.017992403099749362,0.00718670699344467,0.032866919492457417,0.0016636418632788863,-4.1304586037138535e-06,-0.0004037181920175276,-0.0002299068067782145,4.264792009438421e-05,0.008246078351589867,6.373495532017725e-06,0.0025658677013580297,-0.010894897453508611,0.0011589700806358995,-0.004189756114842821,-0.0005492625558362837,0.0015620138836072762,0.002815760429317698,-0.0020098838769004356,-0.0029307874828207506,-0.0025118851959085703,0.0004449286890870803,-0.0005796698164899881,-0.003137968011839177,-0.004543340580037567,2.0157303483747417e-05,6.750057936132929e-06,0.0002220951821569974,2.6865603750354776e-05,-0.0011053705398933952,3.722302323593878e-06,0.0013937064544101503,2.5406623675725248e-05,9.319179097530499e-06,6.269972874578268e-05,0.0001827671234403705,3.356172945928072e-06,-1.212172292283406e-05,w04n02aug1.wav,neutro
0.19104933179343342,0.017814793927979775,3.117708656049925,0.30110850877085577,0.2621381810206185,1.3677005604264276,0.0032549920952001797,0.3753918495297806,-27.93339999624924,1.7829454693897124,0.30917049454461,0.2089998247060967,-0.012337667178501452,-0.050821130688702955,-0.006194850648190317,-0.09407153766874492,-0.2071781395689306,-0.1484773192216162,-0.15047218673486148,-0.026522241349161826,-0.07557505315483998,0.015441654460763283,0.002752214443151281,0.036814798694275244,0.02122765357601438,0.05287712855233689,0.014098434654220327,0.01326294565098121,0.0033828299494958196,0.0030648883887316384,0.004966246730857041,0.007447724927345287,0.0036389379424189325,0.025347301975144378,-0.00037122587031842896,-1.2046235534906697e-06,0.0001225585011652607,-0.00015654048116119367,-1.109283151124917e-06,-0.003672848625506575,3.860288207600041e-06,-0.0002969806962547435,-0.016290063880665815,-0.0043914473065733385,0.0027207464504087763,-8.777933438035466e-05,-0.0012218531144137957,0.0014364795276367607,0.003100452915459916,0.0037850340302864253,0.0003088402632886327,0.0008147803968292404,-0.0014912274184926766,-0.00013935262015944618,0.001500714890391181,-3.514095725051643e-05,-4.694796791114524e-06,-8.318133637074538e-06,1.1089424765948863e-05,0.0004107272898226029,-6.61505978379395e-06,-2.4111079625478052e-05,1.2688398479653958e-05,-6.378547699622656e-06,-2.3803714457653643e-06,-1.0389482199627544e-05,4.834617201291911e-06,0.00011467400706348354,w03n04aug.wav,neutro
0.12758674384389868,0.015018985867221791,3.1070185534552213,0.21651651387648968,0.21965609284451146,0.9782456170065582,0.003907971622281544,0.2007216572342916,-26.133209364923697,1.0686972206161016,0.10369170814426604,-0.1826810528259833,-0.385951020423483,-0.06460132427085111,-0.3288072536906559,-0.10270383103474265,-0.3667242248113724,-0.06666125446574359,-0.211000654839837,-0.12078471986497646,-0.058806046237301214,0.014593926957465328,0.006006921422696951,0.01159950239411351,0.01386074030661703,0.023056732083778578,0.015652111058188846,0.020928317752592664,0.004473484315001543,0.012389611222292722,0.009208298381640462,0.014384948342488244,0.006701138952763445,0.019657972873592874,-0.0019276409755259404,8.863052136838492e-05,-0.00017798463449042885,-0.0016516638594197258,-0.00040093990261190374,-0.014322524878090678,2.6171051193036102e-05,-0.003785478795949269,0.03878464451533262,0.006417872075584142,-0.010291599858115303,-0.007281264158848002,-1.5114827733627692e-05,-0.0005068954049347238,1.2948673065824445e-05,0.0025217631898262743,-0.0022291889577156923,0.0035438907760718882,-0.002232678983767471,0.0017605588445565729,-0.003115262575078631,5.5261649197823203e-05,-1.1364809263684544e-05,-3.643915257370086e-05,0.00014170590102631795,6.434007114850246e-05,2.0451136357384888e-05,-8.129657293907185e-05,5.866807146860834e-05,0.0001329640362056859,6.40024280618511e-05,0.00010066082144972945,1.3740415824241087e-05,1.3810705373538342e-05,m01h02aug1.wav,felicidade
