sound_filepath,local_jitter,local_shimmer,min_intensity,relative_min_intensity_time,max_intensity,relative_max_intensity_time,mean_intensity,stddev_intensity,q1_intensity,median_intensity,q3_intensity,voiced_fraction,min_pitch,relative_min_pitch_time,max_pitch,relative_max_pitch_time,mean_pitch,stddev_pitch,q1_pitch,q3_pitch,mean_absolute_pitch_slope,pitch_slope_without_octave_jumps,min_hnr,relative_min_hnr_time,max_hnr,relative_max_hnr_time,mean_hnr,stddev_hnr,min_gne,max_gne,mean_gne,stddev_gne,sum_gne,band_energy,band_density,band_energy_difference,band_density_difference,center_of_gravity_spectrum,stddev_spectrum,skewness_spectrum,kurtosis_spectrum,central_moment_spectrum,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,formant_dispersion,average_formant,mff,fitch_vtl,delta_f,vtl_delta_f,label
./emoUERJ/w03n02.wav,0.0339341886549734,0.14112190313300044,47.60532706769222,0.044671622500472845,88.73251540016781,0.1835953191867675,65.93190497117045,11.971621352207068,53.498458498804474,225.70891247536363,77.259371650719,0.36363636363636365,90.22673257485305,0.4738111074160293,274.2591294608702,0.2538244097106751,213.30503699525093,48.43540818698295,203.22062070067346,249.20232959452804,604.8838111952963,33.20539780172492,-227.31393571821832,0.23025440638510145,45.20933009679625,0.21981833030161554,9.089553659924245,7.506443055646725,0.0,0.91298216009494,0.2697361932174972,0.35656447042882194,701.5838385587102,0.036647071959144704,4.580883994893088e-05,-7.27797213180966,-15.728952531952228,435.2035090871548,790.7601480173989,9.976652341542588,122.32325516169833,4933091383.0386915,466.34574628120674,1602.804201769768,2813.860826749241,3997.3158952402955,487.516526545612,1584.437570795984,2799.8000630570923,3918.542707186654,1143.675393547014,2197.5742168963357,1706.1963930304094,16.443107307959764,1111.1816310601334,15.749000443162435,neutro
./emoUERJ/w03h07.wav,0.014553168081247934,0.09316206524751774,37.81580326615126,0.052636051490479646,86.02729939917441,0.23115563268631137,64.80677760811331,14.43474479025606,53.44933310135169,221.61994682151948,76.07678384382,0.6030534351145038,81.01067444636729,0.8327127197533645,308.65091701518963,0.09855633220057602,228.9910888825896,47.0572232813545,203.53440666608338,268.50110392279333,370.7110753559173,24.573823227777766,-227.20311480075034,0.2066418776011462,42.36249118961203,0.19162304321034435,13.55269337876766,6.033299809309442,0.0,0.9470341559879691,0.2527570265273242,0.33494378792162094,657.4210259975702,0.029554079741419974,3.6942599676774966e-05,5.049412320074415,-3.401568080068153,928.8323774506664,833.17574742653,6.292611356645335,73.07618438928992,3639491999.3942375,539.7604914597812,1733.3193230528357,2945.114876283984,3920.4107810988294,541.3339378949426,1728.4277972446573,2887.5942499955045,3916.940916355339,1125.2023261534655,2268.5742253726107,1803.6402630592654,15.534802739211017,1132.9327379546146,15.4466363392361,felicidade
./emoUERJ/m03n10.wav,0.04393736023243592,0.18652276957524544,43.196248396390075,0.9505498460667879,87.51259443152546,0.2547580158133885,66.38683234794141,11.502530713965516,57.68137970113809,108.62628853571894,74.59507264217544,0.6153846153846154,74.93412199471501,0.4927008529910412,539.7104163454355,0.742240149540066,136.1124922086996,69.9297519916339,94.76904302032392,142.1355619247831,888.6937761325189,59.42135427662802,-225.90661394516482,0.22522012887992518,33.3737108091359,0.41677920496758103,8.402856908121116,5.376998996584472,0.0,0.7940092895069201,0.20871054512322812,0.27871685061298374,542.8561278655163,0.0234909030789663,2.936362884870787e-05,-9.965947609601123,-18.416928009743692,815.9647527440279,1940.8654622989973,4.318841934972802,19.23962891578488,31575744926.895435,503.85849059951755,1631.4783433700409,2809.707078404267,3930.794131342321,434.723326978655,1656.3640305507547,2639.3020556916335,3943.4357613784796,1169.5708114666083,2168.4562936498805,1654.5623992605663,17.02105070886153,1100.10419111282,15.907584155549596,neutro
./emoUERJ/w02a09.wav,0.02083336459734116,0.09349658230901546,28.816865422758216,0.9555191088480741,88.01660069826832,0.6979723181631718,52.14853407178671,17.239366020230573,33.504481557929154,338.37637343701095,68.7866046827557,0.2662192393736018,208.81245060300924,0.19111111111111112,529.0712439742088,0.3710835413998461,354.4372456460292,64.65724774710579,314.1439139954506,385.60723354162576,406.56254264881267,17.21536332232879,-226.77132005489466,0.17555555555555552,40.530507604130314,0.6088842117162823,9.205173388953934,8.25827869826798,0.0,0.8067013015457031,0.20009919224201694,0.2692276409491906,520.4579990214861,0.01501926359208122,1.8774079490101527e-05,5.100620853134952,-3.3503595470076157,1130.9353248218047,1492.5413837781582,4.731569575601959,24.918974594382338,15732015861.46876,685.3418010675613,1718.4178526281994,2749.1039703827423,3896.9947435254767,659.9385680614131,1718.0788417953609,2757.933858774284,3942.696118118643,1094.2525166857433,2269.661846687425,1873.8332366891116,14.983970669220898,1123.87421938451,15.571137497560784,raiva
./emoUERJ/m04a03.wav,0.021765633414572973,0.08767722273048151,25.26375343766221,0.06154207872912196,87.80084296647858,0.27648759203142254,70.25072032759384,17.98539326176777,64.71371932757525,224.20520920191103,83.94822688903744,0.54858934169279,76.38415221249832,0.8468856005112826,269.1229719755949,0.13718851709185712,219.60763183412055,37.32785798424533,201.0435556521934,249.38295044295708,431.120692225594,33.0123927259976,-225.7469389813543,0.15156580305786346,30.769501461345513,0.6626026777105185,6.252356483978926,5.67473234458016,0.0,0.818584017068534,0.2520921774300942,0.32530516362687395,655.691753495675,0.08489295302197365,0.00010611619127746706,4.091577647117088,-4.35940275302548,1358.5145163647387,1504.8679246963056,3.7267517601909006,21.859283750002263,12700640464.89884,720.744131036859,1571.9882640968556,2922.3609918787843,3746.5476191570615,752.5750443700222,1462.6532456311782,2877.2076356781254,3732.3477458484494,993.2575671594758,2206.195917881944,1854.2194152499474,15.297470619747276,1086.9763614426984,16.099706139674446,raiva
./emoUERJ/m02n11.wav,0.028818809702739985,0.11310253578973127,46.64654118291901,0.9654507074771597,85.87825390990741,0.16215255363505507,74.32873165477459,9.598997380293886,68.02907156465251,150.30587790157304,81.6821317328015,0.7835820895522388,91.27556829676341,0.9327237046076716,185.04405078876638,0.547272337478149,138.7326954735503,25.503824372273286,113.17946263047341,158.02932916932428,292.20981971363074,34.48931523806636,-226.71839601578952,0.1036396319139813,37.355915224740805,0.08938034687094563,10.738645452723897,6.195598013695365,0.0,0.8526018906774049,0.2449493621241039,0.3159217319373792,637.1132908847943,0.04208985274627318,5.261231593284147e-05,-3.408581830080357,-11.859562230222927,485.7671317902192,520.8261970367819,14.485655975280464,301.51778407646106,2046522995.2159472,523.0070436317883,1384.9762812887097,2645.799701123778,3529.268698510256,507.13860325787897,1260.8019364199956,2561.2638300298995,3548.5885781975626,1013.8166583132279,1969.448236976334,1552.6403772784486,18.103885648905525,998.4758002392929,17.52671421361037,neutro
./emoUERJ/w04a10.wav,0.01917817477169075,0.1121351313219938,31.55767111172993,0.08220168186371796,83.76396487290555,0.22376293582344242,62.23735407530163,15.71180641959666,44.12156593565484,260.73733625509624,75.67635885650793,0.592814371257485,169.36053184288835,0.30330078366456825,305.4066584195557,0.14639203523914335,249.73865428831286,42.37741226231876,224.1543244644799,285.95798268277764,328.3588716887138,23.0045429740187,-226.78584703811117,0.3118524839086792,41.0438839760338,0.30592763769788683,11.869178406045208,7.162977633468836,0.0,0.93935566656736,0.28986538594823225,0.3749906712962372,753.939868851352,0.025541976402704492,3.1927470503380615e-05,2.4205252794589134,-6.030455120683654,1149.422455008035,1450.2872588202158,2.9456928452292015,12.542226266991877,8985651164.424072,585.6971981324765,1832.6175124831138,3033.472574385661,4083.8951928548586,562.3919952752956,1853.187281466153,3066.683419824218,4207.131015915978,1214.9130068802276,2422.3484281204114,1914.9319967322172,14.637042372060861,1212.0306678620643,14.438578547578134,raiva
./emoUERJ/w02a05.wav,0.014781678019672926,0.10600278640916075,37.340961866320086,0.30391310489895634,85.30915168941837,0.045676950418734964,61.79883680263506,9.682807620689324,56.28772942586477,294.4093451749293,68.4239485878485,0.5992647058823529,109.04108631148819,0.9636363636363636,421.2536326470101,0.14415889555579448,300.196985221151,57.5912445525578,263.08595581292695,332.85591063214395,527.7961263389902,27.018102717603792,-227.30219134859777,0.4436363636363636,40.475766591180886,0.6400513354196695,11.50775364928237,5.7766405857346825,0.0,0.8927816504351213,0.24721321549056388,0.32290020886568055,643.0015734909566,0.005994401375226656,7.493001719033321e-06,11.396765882825443,2.9457854826828767,1346.5835251252167,1180.6023493058058,3.837489559790757,21.77946789035203,6314778712.224897,669.6976327729265,1615.8923499861226,2770.34291149131,3624.975922551385,652.2827925420555,1601.755750241541,2738.6713245776764,3609.151407819244,985.6228717590628,2150.465318795129,1792.6450548431715,15.687085412983599,1057.4992028783277,16.548475830873503,raiva
./emoUERJ/w03n03.wav,0.03734579989189995,0.1177457613701087,45.1038704019093,0.9257885821906957,85.570755845671,0.33802217427096676,62.59414588977992,12.370516372479218,49.866851496049605,220.98333909980036,73.98513181858604,0.3815789473684211,191.8369110709179,0.5496130932000273,284.0810227657804,0.46072291821058164,228.48604825684112,22.246894763420084,209.6017779339665,243.54387322997178,401.5197340737832,29.830161596915957,-227.394886863923,0.2411490789563788,38.35578050983218,0.09001520598303117,12.826481629486452,8.684082330631266,0.0,0.9058060689793027,0.2710379025249993,0.35302314108051097,704.9695844675232,0.02458439700143162,3.0730496251789525e-05,-0.9401894644282006,-9.391169864570768,497.07304548465277,505.3090195127346,12.500003413267619,253.63357866461973,1612802850.459092,448.8013446208686,1515.0580393281664,2805.3167221233994,3971.0118843676573,425.83324644002505,1423.392611124198,2840.7184710694874,3950.615601111853,1174.9274515572758,2160.1399824363907,1614.969447170485,17.473687633467602,1108.4264914986434,15.78814665133021,neutro
./emoUERJ/m04h02.wav,0.027515498796553274,0.11953496271468451,34.34509759385146,0.013931248724817187,83.90310484201984,0.563547273102162,67.95581841236951,12.686221431684785,60.513902223604234,187.11718496424282,77.50759774197014,0.6392961876832844,101.34511992842266,0.9424023908723878,415.19175036834247,0.15305466479518876,213.5466233431971,79.8007326904356,149.15310028916818,275.88263274634795,497.8428198819874,37.08865312064371,-226.04850816009554,0.31133876095011814,34.20245593438388,0.3055425040669712,9.20158763344366,6.171307056060102,0.0,0.8798390454143091,0.248159019218239,0.323373241799279,645.4616089866396,0.0381243533103615,4.765544163795187e-05,-1.0682264887855137,-9.519206888928082,1095.2924525252045,2028.8046603996797,4.303112969045193,20.829665899120542,35933825062.72805,523.334241292872,1708.9699990054157,2988.437714560927,3922.371335799586,465.4647644281448,1729.2579870034608,3012.1908031261346,3868.8752740944774,1134.4701698887775,2268.9472071630544,1750.0620691762551,16.083530845360126,1138.0076109459653,15.377753041083071,felicidade
